Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             2.45              0.00             2.45               27.05    
0.09            0.02             0.00              0.00             0.11               27.16    
0.02            0.01             0.00              0.00             0.03               27.19    
0.02            0.01             0.00              0.00             0.03               27.22    
0.01            0.01             0.00              0.00             0.02               27.24    
0.01            0.01             0.00              0.00             0.02               27.26    
0.03            0.01             0.00              0.00             0.04               27.30    
0.02            0.01             0.00              0.00             0.03               27.33    
0.02            0.00             0.00              0.00             0.02               27.35    
0.00            0.00             0.00              0.06             0.06               27.41    
