Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             10.73             0.00             10.73              122.20   
0.12            0.03             0.00              0.00             0.15               122.35   
0.03            0.02             0.00              0.00             0.05               122.40   
0.02            0.03             0.00              0.00             0.05               122.45   
0.02            0.03             0.00              0.00             0.05               122.50   
0.02            0.01             0.00              0.00             0.03               122.53   
0.02            0.02             0.00              0.00             0.04               122.57   
0.02            0.01             0.00              0.00             0.03               122.60   
0.02            0.03             0.00              0.00             0.05               122.65   
0.02            0.02             0.00              0.00             0.04               122.69   
0.02            0.03             0.00              0.00             0.05               122.74   
0.02            0.02             0.00              0.00             0.04               122.78   
0.02            0.02             0.00              0.00             0.04               122.82   
0.02            0.02             0.00              0.00             0.04               122.86   
0.02            0.02             0.00              0.00             0.04               122.90   
0.02            0.01             0.00              0.00             0.03               122.93   
0.02            0.01             0.00              0.00             0.03               122.96   
0.02            0.02             0.00              0.00             0.04               123.00   
0.02            0.01             0.00              0.00             0.03               123.03   
0.01            0.02             0.00              0.00             0.03               123.06   
0.01            0.02             0.00              0.00             0.03               123.09   
0.01            0.02             0.00              0.00             0.03               123.12   
0.01            0.01             0.00              0.00             0.02               123.14   
0.01            0.01             0.00              0.00             0.02               123.16   
0.01            0.01             0.00              0.00             0.02               123.18   
0.02            0.01             0.00              0.00             0.03               123.21   
0.01            0.01             0.00              0.00             0.02               123.23   
0.01            0.01             0.00              0.00             0.02               123.25   
0.01            0.01             0.00              0.00             0.02               123.27   
0.01            0.01             0.00              0.00             0.02               123.29   
0.01            0.00             0.00              0.00             0.01               123.30   
0.01            0.00             0.00              0.00             0.01               123.31   
0.00            0.00             0.00              0.08             0.08               123.39   
