Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             5.21              0.00             5.21               55.36    
0.08            0.03             0.00              0.00             0.11               55.47    
0.02            0.02             0.00              0.00             0.04               55.51    
0.02            0.01             0.00              0.00             0.03               55.54    
0.02            0.01             0.00              0.00             0.03               55.57    
0.02            0.02             0.00              0.00             0.04               55.61    
0.02            0.01             0.00              0.00             0.03               55.64    
0.02            0.01             0.00              0.00             0.03               55.67    
0.02            0.01             0.00              0.00             0.03               55.70    
0.02            0.01             0.00              0.00             0.03               55.73    
0.02            0.01             0.00              0.00             0.03               55.76    
0.02            0.00             0.00              0.00             0.02               55.78    
0.02            0.00             0.00              0.00             0.02               55.80    
0.00            0.00             0.00              0.07             0.07               55.87    
