Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             4.11              0.00             4.11               45.81    
0.09            0.03             0.00              0.00             0.12               45.93    
0.02            0.01             0.00              0.00             0.03               45.96    
0.02            0.02             0.00              0.00             0.04               46.00    
0.02            0.02             0.00              0.00             0.04               46.04    
0.02            0.01             0.00              0.00             0.03               46.07    
0.02            0.01             0.00              0.00             0.03               46.10    
0.02            0.01             0.00              0.00             0.03               46.13    
0.02            0.01             0.00              0.00             0.03               46.16    
0.02            0.01             0.00              0.00             0.03               46.19    
0.02            0.01             0.00              0.00             0.03               46.22    
0.02            0.00             0.00              0.00             0.02               46.24    
0.02            0.00             0.00              0.00             0.02               46.26    
0.00            0.00             0.00              0.07             0.07               46.33    
