Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             6.93              0.00             6.93               78.57    
0.09            0.05             0.00              0.00             0.14               78.71    
0.02            0.01             0.00              0.00             0.03               78.74    
0.02            0.04             0.00              0.00             0.06               78.80    
0.02            0.01             0.00              0.00             0.03               78.83    
0.02            0.01             0.00              0.00             0.03               78.86    
0.02            0.01             0.00              0.00             0.03               78.89    
0.02            0.04             0.00              0.00             0.06               78.95    
0.02            0.01             0.00              0.00             0.03               78.98    
0.02            0.01             0.00              0.00             0.03               79.01    
0.02            0.01             0.00              0.00             0.03               79.04    
0.02            0.01             0.00              0.00             0.03               79.07    
0.02            0.03             0.00              0.00             0.05               79.12    
0.02            0.01             0.00              0.00             0.03               79.15    
0.02            0.01             0.00              0.00             0.03               79.18    
0.02            0.01             0.00              0.00             0.03               79.21    
0.02            0.01             0.00              0.00             0.03               79.24    
0.02            0.01             0.00              0.00             0.03               79.27    
0.02            0.01             0.00              0.00             0.03               79.30    
0.02            0.01             0.00              0.00             0.03               79.33    
0.02            0.00             0.00              0.00             0.02               79.35    
0.02            0.00             0.00              0.00             0.02               79.37    
0.02            0.00             0.00              0.00             0.02               79.39    
0.02            0.00             0.00              0.00             0.02               79.41    
0.02            0.00             0.00              0.00             0.02               79.43    
0.00            0.00             0.00              0.07             0.07               79.50    
