Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             7.01              0.00             7.01               79.58    
0.11            0.07             0.00              0.00             0.18               79.76    
0.02            0.02             0.00              0.00             0.04               79.80    
0.03            0.05             0.00              0.00             0.08               79.88    
0.02            0.01             0.00              0.00             0.03               79.91    
0.02            0.01             0.00              0.00             0.03               79.94    
0.02            0.01             0.00              0.00             0.03               79.97    
0.02            0.01             0.00              0.00             0.03               80.00    
0.02            0.05             0.00              0.00             0.07               80.07    
0.02            0.01             0.00              0.00             0.03               80.10    
0.02            0.01             0.00              0.00             0.03               80.13    
0.02            0.00             0.00              0.00             0.02               80.15    
0.02            0.00             0.00              0.00             0.02               80.17    
0.02            0.00             0.00              0.00             0.02               80.19    
0.01            0.00             0.00              0.00             0.01               80.20    
0.01            0.00             0.00              0.00             0.01               80.21    
0.02            0.00             0.00              0.00             0.02               80.23    
0.02            0.00             0.00              0.00             0.02               80.25    
0.01            0.00             0.00              0.00             0.01               80.26    
0.02            0.00             0.00              0.00             0.02               80.28    
0.02            0.00             0.00              0.00             0.02               80.30    
0.02            0.00             0.00              0.00             0.02               80.32    
0.02            0.00             0.00              0.00             0.02               80.34    
0.01            0.00             0.00              0.00             0.01               80.35    
0.01            0.00             0.00              0.00             0.01               80.36    
0.00            0.00             0.00              0.07             0.07               80.43    
