Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.20              0.00             3.20               36.89    
0.13            0.05             0.00              0.00             0.18               37.07    
0.03            0.03             0.00              0.00             0.06               37.13    
0.02            0.01             0.00              0.00             0.03               37.16    
0.02            0.02             0.00              0.00             0.04               37.20    
0.02            0.01             0.00              0.00             0.03               37.23    
0.02            0.01             0.00              0.00             0.03               37.26    
0.02            0.01             0.00              0.00             0.03               37.29    
0.03            0.00             0.00              0.00             0.03               37.32    
0.02            0.00             0.00              0.00             0.02               37.34    
0.02            0.00             0.00              0.00             0.02               37.36    
0.01            0.00             0.00              0.00             0.01               37.37    
0.02            0.00             0.00              0.00             0.02               37.39    
0.02            0.00             0.00              0.00             0.02               37.41    
0.02            0.00             0.00              0.00             0.02               37.43    
0.02            0.00             0.00              0.00             0.02               37.45    
0.00            0.00             0.00              0.08             0.08               37.53    
