Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             7.24              0.00             7.24               82.64    
0.12            0.07             0.00              0.00             0.19               82.83    
0.02            0.02             0.00              0.00             0.04               82.87    
0.02            0.01             0.00              0.00             0.03               82.90    
0.02            0.01             0.00              0.00             0.03               82.93    
0.02            0.01             0.00              0.00             0.03               82.96    
0.02            0.05             0.00              0.00             0.07               83.03    
0.02            0.01             0.00              0.00             0.03               83.06    
0.02            0.01             0.00              0.00             0.03               83.09    
0.02            0.04             0.00              0.00             0.06               83.15    
0.02            0.01             0.00              0.00             0.03               83.18    
0.02            0.00             0.00              0.00             0.02               83.20    
0.02            0.00             0.00              0.00             0.02               83.22    
0.02            0.00             0.00              0.00             0.02               83.24    
0.02            0.00             0.00              0.00             0.02               83.26    
0.01            0.00             0.00              0.00             0.01               83.27    
0.03            0.00             0.00              0.00             0.03               83.30    
0.02            0.00             0.00              0.00             0.02               83.32    
0.01            0.00             0.00              0.00             0.01               83.33    
0.01            0.00             0.00              0.00             0.01               83.34    
0.01            0.00             0.00              0.00             0.01               83.35    
0.01            0.00             0.00              0.00             0.01               83.36    
0.01            0.00             0.00              0.00             0.01               83.37    
0.01            0.00             0.00              0.00             0.01               83.38    
0.01            0.00             0.00              0.00             0.01               83.39    
0.00            0.00             0.00              0.08             0.08               83.47    
