Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             7.43              0.00             7.43               87.86    
0.12            0.07             0.00              0.00             0.19               88.05    
0.02            0.02             0.00              0.00             0.04               88.09    
0.02            0.02             0.00              0.00             0.04               88.13    
0.02            0.05             0.00              0.00             0.07               88.20    
0.02            0.02             0.00              0.00             0.04               88.24    
0.02            0.05             0.00              0.00             0.07               88.31    
0.02            0.02             0.00              0.00             0.04               88.35    
0.02            0.02             0.00              0.00             0.04               88.39    
0.02            0.05             0.00              0.00             0.07               88.46    
0.02            0.02             0.00              0.00             0.04               88.50    
0.02            0.01             0.00              0.00             0.03               88.53    
0.02            0.01             0.00              0.00             0.03               88.56    
0.02            0.01             0.00              0.00             0.03               88.59    
0.02            0.02             0.00              0.00             0.04               88.63    
0.01            0.01             0.00              0.00             0.02               88.65    
0.01            0.01             0.00              0.00             0.02               88.67    
0.01            0.01             0.00              0.00             0.02               88.69    
0.01            0.01             0.00              0.00             0.02               88.71    
0.01            0.01             0.00              0.00             0.02               88.73    
0.01            0.01             0.00              0.00             0.02               88.75    
0.01            0.03             0.00              0.00             0.04               88.79    
0.02            0.01             0.00              0.00             0.03               88.82    
0.01            0.01             0.00              0.00             0.02               88.84    
0.01            0.03             0.00              0.00             0.04               88.88    
0.02            0.02             0.00              0.00             0.04               88.92    
0.02            0.01             0.00              0.00             0.03               88.95    
0.02            0.01             0.00              0.00             0.03               88.98    
0.03            0.01             0.00              0.00             0.04               89.02    
0.03            0.01             0.00              0.00             0.04               89.06    
0.02            0.01             0.00              0.00             0.03               89.09    
0.02            0.00             0.00              0.00             0.02               89.11    
0.01            0.00             0.00              0.00             0.01               89.12    
0.01            0.00             0.00              0.00             0.01               89.13    
0.03            0.00             0.00              0.00             0.03               89.16    
0.02            0.00             0.00              0.00             0.02               89.18    
0.01            0.00             0.00              0.00             0.01               89.19    
0.01            0.00             0.00              0.00             0.01               89.20    
0.01            0.00             0.00              0.00             0.01               89.21    
0.01            0.00             0.00              0.00             0.01               89.22    
0.00            0.00             0.00              0.09             0.09               89.31    
