Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             4.36              0.00             4.36               61.41    
0.07            0.03             0.00              0.00             0.10               61.51    
0.02            0.01             0.00              0.00             0.03               61.54    
0.01            0.01             0.00              0.00             0.02               61.56    
0.01            0.01             0.00              0.00             0.02               61.58    
0.01            0.01             0.00              0.00             0.02               61.60    
0.01            0.01             0.00              0.00             0.02               61.62    
0.01            0.01             0.00              0.00             0.02               61.64    
0.01            0.01             0.00              0.00             0.02               61.66    
0.01            0.01             0.00              0.00             0.02               61.68    
0.01            0.01             0.00              0.00             0.02               61.70    
0.01            0.00             0.00              0.00             0.01               61.71    
0.01            0.00             0.00              0.00             0.01               61.72    
0.00            0.00             0.00              1.35             1.35               63.07    
