Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             15.70             0.00             15.70              180.91   
0.21            0.12             0.00              0.00             0.33               181.24   
0.04            0.08             0.00              0.00             0.12               181.36   
0.04            0.02             0.00              0.00             0.06               181.42   
0.04            0.08             0.00              0.00             0.12               181.54   
0.03            0.02             0.00              0.00             0.05               181.59   
0.03            0.02             0.00              0.00             0.05               181.64   
0.03            0.02             0.00              0.00             0.05               181.69   
0.03            0.03             0.00              0.00             0.06               181.75   
0.03            0.03             0.00              0.00             0.06               181.81   
0.03            0.03             0.00              0.00             0.06               181.87   
0.03            0.00             0.00              0.00             0.03               181.90   
0.04            0.00             0.00              0.00             0.04               181.94   
0.03            0.01             0.00              0.00             0.04               181.98   
0.03            0.00             0.00              0.00             0.03               182.01   
0.03            0.00             0.00              0.00             0.03               182.04   
0.03            0.00             0.00              0.00             0.03               182.07   
0.03            0.00             0.00              0.00             0.03               182.10   
0.03            0.00             0.00              0.00             0.03               182.13   
0.03            0.00             0.00              0.00             0.03               182.16   
0.04            0.00             0.00              0.00             0.04               182.20   
0.03            0.00             0.00              0.00             0.03               182.23   
0.03            0.00             0.00              0.00             0.03               182.26   
0.03            0.00             0.00              0.00             0.03               182.29   
0.02            0.00             0.00              0.00             0.02               182.31   
0.00            0.00             0.00              1.56             1.56               183.87   
