Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.84              0.00             3.84               52.84    
0.09            0.04             0.00              0.00             0.13               52.97    
0.02            0.01             0.00              0.00             0.03               53.00    
0.02            0.02             0.00              0.00             0.04               53.04    
0.01            0.02             0.00              0.00             0.03               53.07    
0.01            0.01             0.00              0.00             0.02               53.09    
0.01            0.01             0.00              0.00             0.02               53.11    
0.01            0.01             0.00              0.00             0.02               53.13    
0.01            0.00             0.00              0.00             0.01               53.14    
0.01            0.00             0.00              0.00             0.01               53.15    
0.01            0.00             0.00              0.00             0.01               53.16    
0.01            0.00             0.00              0.00             0.01               53.17    
0.01            0.00             0.00              0.00             0.01               53.18    
0.01            0.00             0.00              0.00             0.01               53.19    
0.01            0.00             0.00              0.00             0.01               53.20    
0.01            0.00             0.00              0.00             0.01               53.21    
0.00            0.00             0.00              1.33             1.33               54.54    
