Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.38              0.00             3.38               50.16    
0.10            0.05             0.00              0.00             0.15               50.31    
0.02            0.03             0.00              0.00             0.05               50.36    
0.02            0.01             0.00              0.00             0.03               50.39    
0.02            0.01             0.00              0.00             0.03               50.42    
0.02            0.02             0.00              0.00             0.04               50.46    
0.02            0.01             0.00              0.00             0.03               50.49    
0.02            0.01             0.00              0.00             0.03               50.52    
0.02            0.00             0.00              0.00             0.02               50.54    
0.02            0.00             0.00              0.00             0.02               50.56    
0.01            0.00             0.00              0.00             0.01               50.57    
0.01            0.00             0.00              0.00             0.01               50.58    
0.01            0.00             0.00              0.00             0.01               50.59    
0.02            0.00             0.00              0.00             0.02               50.61    
0.01            0.00             0.00              0.00             0.01               50.62    
0.02            0.00             0.00              0.00             0.02               50.64    
0.00            0.00             0.00              1.43             1.43               52.07    
