Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             16.94             0.00             16.94              192.24   
0.13            0.05             0.00              0.00             0.18               192.42   
0.02            0.03             0.00              0.00             0.05               192.47   
0.02            0.02             0.00              0.00             0.04               192.51   
0.02            0.02             0.00              0.00             0.04               192.55   
0.02            0.03             0.00              0.00             0.05               192.60   
0.02            0.03             0.00              0.00             0.05               192.65   
0.02            0.04             0.00              0.00             0.06               192.71   
0.02            0.02             0.00              0.00             0.04               192.75   
0.02            0.01             0.00              0.00             0.03               192.78   
0.02            0.01             0.00              0.00             0.03               192.81   
0.02            0.01             0.00              0.00             0.03               192.84   
0.02            0.01             0.00              0.00             0.03               192.87   
0.02            0.01             0.00              0.00             0.03               192.90   
0.02            0.01             0.00              0.00             0.03               192.93   
0.02            0.01             0.00              0.00             0.03               192.96   
0.02            0.01             0.00              0.00             0.03               192.99   
0.02            0.01             0.00              0.00             0.03               193.02   
0.02            0.01             0.00              0.00             0.03               193.05   
0.02            0.02             0.00              0.00             0.04               193.09   
0.02            0.02             0.00              0.00             0.04               193.13   
0.02            0.01             0.00              0.00             0.03               193.16   
0.02            0.01             0.00              0.00             0.03               193.19   
0.02            0.00             0.00              0.00             0.02               193.21   
0.02            0.00             0.00              0.00             0.02               193.23   
0.03            0.00             0.00              0.00             0.03               193.26   
0.02            0.00             0.00              0.00             0.02               193.28   
0.02            0.00             0.00              0.00             0.02               193.30   
0.02            0.00             0.00              0.00             0.02               193.32   
0.02            0.00             0.00              0.00             0.02               193.34   
0.03            0.00             0.00              0.00             0.03               193.37   
0.00            0.00             0.00              1.56             1.56               194.93   
