Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             10.74             0.00             10.74              143.22   
0.19            0.09             0.00              0.00             0.28               143.50   
0.03            0.06             0.00              0.00             0.09               143.59   
0.02            0.02             0.00              0.00             0.04               143.63   
0.02            0.02             0.00              0.00             0.04               143.67   
0.02            0.02             0.00              0.00             0.04               143.71   
0.02            0.02             0.00              0.00             0.04               143.75   
0.02            0.02             0.00              0.00             0.04               143.79   
0.02            0.06             0.00              0.00             0.08               143.87   
0.02            0.02             0.00              0.00             0.04               143.91   
0.02            0.02             0.00              0.00             0.04               143.95   
0.02            0.00             0.00              0.00             0.02               143.97   
0.02            0.00             0.00              0.00             0.02               143.99   
0.02            0.00             0.00              0.00             0.02               144.01   
0.03            0.00             0.00              0.00             0.03               144.04   
0.02            0.00             0.00              0.00             0.02               144.06   
0.01            0.00             0.00              0.00             0.01               144.07   
0.02            0.00             0.00              0.00             0.02               144.09   
0.02            0.00             0.00              0.00             0.02               144.11   
0.02            0.00             0.00              0.00             0.02               144.13   
0.02            0.00             0.00              0.00             0.02               144.15   
0.02            0.00             0.00              0.00             0.02               144.17   
0.02            0.00             0.00              0.00             0.02               144.19   
0.02            0.00             0.00              0.00             0.02               144.21   
0.02            0.00             0.00              0.00             0.02               144.23   
0.00            0.00             0.00              1.62             1.62               145.85   
