Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.13              0.00             3.13               48.21    
0.09            0.04             0.00              0.00             0.13               48.34    
0.02            0.02             0.00              0.00             0.04               48.38    
0.01            0.01             0.00              0.00             0.02               48.40    
0.01            0.01             0.00              0.00             0.02               48.42    
0.01            0.02             0.00              0.00             0.03               48.45    
0.01            0.01             0.00              0.00             0.02               48.47    
0.01            0.01             0.00              0.00             0.02               48.49    
0.01            0.00             0.00              0.00             0.01               48.50    
0.01            0.00             0.00              0.00             0.01               48.51    
0.01            0.00             0.00              0.00             0.01               48.52    
0.01            0.00             0.00              0.00             0.01               48.53    
0.01            0.00             0.00              0.00             0.01               48.54    
0.01            0.00             0.00              0.00             0.01               48.55    
0.01            0.00             0.00              0.00             0.01               48.56    
0.01            0.00             0.00              0.00             0.01               48.57    
0.00            0.00             0.00              1.33             1.33               49.90    
