Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             8.68              0.00             8.68               104.05   
0.11            0.07             0.00              0.00             0.18               104.23   
0.02            0.02             0.00              0.00             0.04               104.27   
0.02            0.05             0.00              0.00             0.07               104.34   
0.02            0.01             0.00              0.00             0.03               104.37   
0.02            0.01             0.00              0.00             0.03               104.40   
0.02            0.01             0.00              0.00             0.03               104.43   
0.02            0.05             0.00              0.00             0.07               104.50   
0.02            0.01             0.00              0.00             0.03               104.53   
0.02            0.01             0.00              0.00             0.03               104.56   
0.02            0.01             0.00              0.00             0.03               104.59   
0.02            0.00             0.00              0.00             0.02               104.61   
0.02            0.00             0.00              0.00             0.02               104.63   
0.02            0.00             0.00              0.00             0.02               104.65   
0.02            0.00             0.00              0.00             0.02               104.67   
0.02            0.00             0.00              0.00             0.02               104.69   
0.02            0.00             0.00              0.00             0.02               104.71   
0.02            0.00             0.00              0.00             0.02               104.73   
0.01            0.00             0.00              0.00             0.01               104.74   
0.02            0.00             0.00              0.00             0.02               104.76   
0.01            0.00             0.00              0.00             0.01               104.77   
0.02            0.00             0.00              0.00             0.02               104.79   
0.02            0.00             0.00              0.00             0.02               104.81   
0.02            0.00             0.00              0.00             0.02               104.83   
0.02            0.00             0.00              0.00             0.02               104.85   
0.00            0.00             0.00              1.36             1.36               106.21   
