Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.43              0.00             3.43               52.93    
0.12            0.04             0.00              0.00             0.16               53.09    
0.02            0.01             0.00              0.00             0.03               53.12    
0.02            0.02             0.00              0.00             0.04               53.16    
0.01            0.02             0.00              0.00             0.03               53.19    
0.01            0.01             0.00              0.00             0.02               53.21    
0.01            0.01             0.00              0.00             0.02               53.23    
0.01            0.01             0.00              0.00             0.02               53.25    
0.01            0.00             0.00              0.00             0.01               53.26    
0.01            0.00             0.00              0.00             0.01               53.27    
0.01            0.00             0.00              0.00             0.01               53.28    
0.01            0.00             0.00              0.00             0.01               53.29    
0.01            0.00             0.00              0.00             0.01               53.30    
0.01            0.00             0.00              0.00             0.01               53.31    
0.01            0.00             0.00              0.00             0.01               53.32    
0.01            0.00             0.00              0.00             0.01               53.33    
0.00            0.00             0.00              1.47             1.47               54.80    
