Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             9755.49           0.00             9755.49            101049.31
2.42            3.49             0.00              0.00             5.91               101055.22
0.04            1.28             0.00              0.00             1.32               101056.54
0.02            1.51             0.00              0.00             1.53               101058.07
0.02            0.95             0.00              0.00             0.97               101059.04
0.02            1.24             0.00              0.00             1.26               101060.30
0.02            2.36             0.00              0.00             2.38               101062.68
0.03            2.31             0.00              0.00             2.34               101065.02
0.03            2.29             0.00              0.00             2.32               101067.34
0.03            0.94             0.00              0.00             0.97               101068.31
0.02            1.97             0.00              0.00             1.99               101070.30
0.03            2.92             0.00              0.00             2.95               101073.25
0.04            2.97             0.00              0.00             3.01               101076.26
0.03            0.93             0.00              0.00             0.96               101077.22
0.02            0.96             0.00              0.00             0.98               101078.20
0.02            2.30             0.00              0.00             2.32               101080.52
0.03            1.26             0.00              0.00             1.29               101081.81
0.02            0.48             0.00              0.00             0.50               101082.31
0.02            0.47             0.00              0.00             0.49               101082.80
0.02            0.88             0.00              0.00             0.90               101083.70
0.02            0.41             0.00              0.00             0.43               101084.13
0.02            0.84             0.00              0.00             0.86               101084.99
0.02            0.43             0.00              0.00             0.45               101085.44
0.02            1.04             0.00              0.00             1.06               101086.50
0.02            0.98             0.00              0.00             1.00               101087.50
0.02            0.56             0.00              0.00             0.58               101088.08
0.02            0.56             0.00              0.00             0.58               101088.66
0.02            0.88             0.00              0.00             0.90               101089.56
0.02            0.56             0.00              0.00             0.58               101090.14
0.02            0.56             0.00              0.00             0.58               101090.72
0.02            0.62             0.00              0.00             0.64               101091.36
0.02            0.61             0.00              0.00             0.63               101091.99
0.02            0.33             0.00              0.00             0.35               101092.34
0.02            0.33             0.00              0.00             0.35               101092.69
0.02            0.31             0.00              0.00             0.33               101093.02
0.02            0.31             0.00              0.00             0.33               101093.35
0.02            0.82             0.00              0.00             0.84               101094.19
0.02            0.82             0.00              0.00             0.84               101095.03
0.02            0.45             0.00              0.00             0.47               101095.50
0.02            0.43             0.00              0.00             0.45               101095.95
0.02            0.41             0.00              0.00             0.43               101096.38
0.02            0.40             0.00              0.00             0.42               101096.80
0.03            1.08             0.00              0.00             1.11               101097.91
0.02            1.82             0.00              0.00             1.84               101099.75
0.03            0.32             0.00              0.00             0.35               101100.10
0.02            0.41             0.00              0.00             0.43               101100.53
0.02            0.31             0.00              0.00             0.33               101100.86
0.02            0.33             0.00              0.00             0.35               101101.21
0.02            1.76             0.00              0.00             1.78               101102.99
0.03            0.32             0.00              0.00             0.35               101103.34
0.02            0.31             0.00              0.00             0.33               101103.67
0.02            1.77             0.00              0.00             1.79               101105.46
0.02            0.33             0.00              0.00             0.35               101105.81
0.02            0.41             0.00              0.00             0.43               101106.24
0.01            1.06             0.00              0.00             1.07               101107.31
0.02            1.78             0.00              0.00             1.80               101109.11
0.25            0.41             0.00              0.00             0.66               101109.77
0.06            1.75             0.00              0.00             1.81               101111.58
0.04            1.77             0.00              0.00             1.81               101113.39
0.07            0.34             0.00              0.00             0.41               101113.80
0.03            0.34             0.00              0.00             0.37               101114.17
0.03            0.45             0.00              0.00             0.48               101114.65
0.03            1.15             0.00              0.00             1.18               101115.83
0.04            0.33             0.00              0.00             0.37               101116.20
0.03            0.65             0.00              0.00             0.68               101116.88
0.03            0.72             0.00              0.00             0.75               101117.63
0.03            0.97             0.00              0.00             1.00               101118.63
0.03            1.64             0.00              0.00             1.67               101120.30
0.05            1.11             0.00              0.00             1.16               101121.46
0.03            0.89             0.00              0.00             0.92               101122.38
0.02            1.52             0.00              0.00             1.54               101123.92
0.03            0.92             0.00              0.00             0.95               101124.87
0.02            1.00             0.00              0.00             1.02               101125.89
0.04            0.63             0.00              0.00             0.67               101126.56
0.02            0.72             0.00              0.00             0.74               101127.30
0.02            0.87             0.00              0.00             0.89               101128.19
0.02            1.74             0.00              0.00             1.76               101129.95
0.03            0.64             0.00              0.00             0.67               101130.62
0.04            0.81             0.00              0.00             0.85               101131.47
0.02            1.76             0.00              0.00             1.78               101133.25
0.03            0.95             0.00              0.00             0.98               101134.23
0.05            0.62             0.00              0.00             0.67               101134.90
0.04            0.50             0.00              0.00             0.54               101135.44
0.04            0.46             0.00              0.00             0.50               101135.94
0.04            0.00             0.00              0.00             0.04               101135.98
0.02            0.00             0.00              0.00             0.02               101136.00
0.02            0.00             0.00              0.00             0.02               101136.02
0.01            0.00             0.00              0.00             0.01               101136.03
0.02            0.00             0.00              0.00             0.02               101136.05
0.02            0.00             0.00              0.00             0.02               101136.07
