Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             10.31             0.00             10.31              124.05   
0.22            0.08             0.00              0.00             0.30               124.35   
0.05            0.05             0.00              0.00             0.10               124.45   
0.04            0.02             0.00              0.00             0.06               124.51   
0.03            0.05             0.00              0.00             0.08               124.59   
0.03            0.03             0.00              0.00             0.06               124.65   
0.03            0.03             0.00              0.00             0.06               124.71   
0.03            0.03             0.00              0.00             0.06               124.77   
0.03            0.02             0.00              0.00             0.05               124.82   
0.03            0.00             0.00              0.00             0.03               124.85   
0.03            0.00             0.00              0.00             0.03               124.88   
0.03            0.00             0.00              0.00             0.03               124.91   
0.03            0.01             0.00              0.00             0.04               124.95   
0.03            0.00             0.00              0.00             0.03               124.98   
0.04            0.00             0.00              0.00             0.04               125.02   
0.04            0.00             0.00              0.00             0.04               125.06   
0.00            0.00             0.00              1.67             1.67               126.73   
