Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             61.13             0.00             61.13              667.13   
0.09            0.06             0.00              0.00             0.15               667.28   
0.02            0.02             0.00              0.00             0.04               667.32   
0.02            0.04             0.00              0.00             0.06               667.38   
0.01            0.02             0.00              0.00             0.03               667.41   
0.01            0.02             0.00              0.00             0.03               667.44   
0.01            0.03             0.00              0.00             0.04               667.48   
0.01            0.02             0.00              0.00             0.03               667.51   
0.01            0.04             0.00              0.00             0.05               667.56   
0.01            0.02             0.00              0.00             0.03               667.59   
0.01            0.01             0.00              0.00             0.02               667.61   
0.01            0.01             0.00              0.00             0.02               667.63   
0.01            0.01             0.00              0.00             0.02               667.65   
0.01            0.03             0.00              0.00             0.04               667.69   
0.02            0.01             0.00              0.00             0.03               667.72   
0.01            0.01             0.00              0.00             0.02               667.74   
0.01            0.01             0.00              0.00             0.02               667.76   
0.01            0.01             0.00              0.00             0.02               667.78   
0.01            0.01             0.00              0.00             0.02               667.80   
0.01            0.01             0.00              0.00             0.02               667.82   
0.01            0.01             0.00              0.00             0.02               667.84   
0.01            0.01             0.00              0.00             0.02               667.86   
0.01            0.03             0.00              0.00             0.04               667.90   
0.01            0.01             0.00              0.00             0.02               667.92   
0.01            0.01             0.00              0.00             0.02               667.94   
0.01            0.01             0.00              0.00             0.02               667.96   
0.01            0.01             0.00              0.00             0.02               667.98   
0.01            0.00             0.00              0.00             0.01               667.99   
0.01            0.00             0.00              0.00             0.01               668.00   
0.01            0.00             0.00              0.00             0.01               668.01   
0.01            0.00             0.00              0.00             0.01               668.02   
0.01            0.00             0.00              0.00             0.01               668.03   
0.01            0.00             0.00              0.00             0.01               668.04   
0.01            0.00             0.00              0.00             0.01               668.05   
0.01            0.00             0.00              0.00             0.01               668.06   
0.01            0.00             0.00              0.00             0.01               668.07   
0.01            0.00             0.00              0.00             0.01               668.08   
0.00            0.00             0.00              1.64             1.64               669.72   
