Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             11.04             0.00             11.04              125.63   
0.07            0.01             0.00              0.00             0.08               125.71   
0.02            0.01             0.00              0.00             0.03               125.74   
0.01            0.01             0.00              0.00             0.02               125.76   
0.01            0.01             0.00              0.00             0.02               125.78   
0.01            0.00             0.00              0.00             0.01               125.79   
0.01            0.00             0.00              0.00             0.01               125.80   
0.01            0.00             0.00              0.00             0.01               125.81   
0.01            0.00             0.00              0.00             0.01               125.82   
0.00            0.00             0.00              1.26             1.26               127.08   
