Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             3.49              0.00             3.49               52.85    
0.10            0.05             0.00              0.00             0.15               53.00    
0.02            0.03             0.00              0.00             0.05               53.05    
0.02            0.03             0.00              0.00             0.05               53.10    
0.02            0.01             0.00              0.00             0.03               53.13    
0.02            0.01             0.00              0.00             0.03               53.16    
0.02            0.01             0.00              0.00             0.03               53.19    
0.02            0.01             0.00              0.00             0.03               53.22    
0.02            0.00             0.00              0.00             0.02               53.24    
0.02            0.00             0.00              0.00             0.02               53.26    
0.01            0.00             0.00              0.00             0.01               53.27    
0.01            0.01             0.00              0.00             0.02               53.29    
0.02            0.00             0.00              0.00             0.02               53.31    
0.02            0.00             0.00              0.00             0.02               53.33    
0.02            0.00             0.00              0.00             0.02               53.35    
0.01            0.00             0.00              0.00             0.01               53.36    
0.00            0.00             0.00              1.44             1.44               54.80    
