Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             8.33              0.00             8.33               103.83   
0.13            0.07             0.00              0.00             0.20               104.03   
0.03            0.05             0.00              0.00             0.08               104.11   
0.02            0.02             0.00              0.00             0.04               104.15   
0.02            0.02             0.00              0.00             0.04               104.19   
0.02            0.05             0.00              0.00             0.07               104.26   
0.02            0.01             0.00              0.00             0.03               104.29   
0.02            0.01             0.00              0.00             0.03               104.32   
0.02            0.01             0.00              0.00             0.03               104.35   
0.02            0.01             0.00              0.00             0.03               104.38   
0.02            0.01             0.00              0.00             0.03               104.41   
0.02            0.00             0.00              0.00             0.02               104.43   
0.02            0.00             0.00              0.00             0.02               104.45   
0.02            0.00             0.00              0.00             0.02               104.47   
0.03            0.00             0.00              0.00             0.03               104.50   
0.02            0.00             0.00              0.00             0.02               104.52   
0.01            0.00             0.00              0.00             0.01               104.53   
0.01            0.00             0.00              0.00             0.01               104.54   
0.01            0.00             0.00              0.00             0.01               104.55   
0.01            0.00             0.00              0.00             0.01               104.56   
0.01            0.00             0.00              0.00             0.01               104.57   
0.01            0.00             0.00              0.00             0.01               104.58   
0.01            0.00             0.00              0.00             0.01               104.59   
0.01            0.00             0.00              0.00             0.01               104.60   
0.01            0.00             0.00              0.00             0.01               104.61   
0.00            0.00             0.00              1.68             1.68               106.29   
