990.7	654.9	43.57	29.26
5157.4	885.4	98.94	72.91
25692.2	1841.5	225.29	129.88
258237.6	7436.4	397.33	284.75
3600000	33994	1040.69	605.44
3600000	149721.9	2990.72	1281.5
3600000	807431	7053.84	2349.34
3600000	3503209.7	25702.66	4329
3600000	3600000	61996.95	7470.08
3600000	3600000	118023.85	12341.64
3600000	3600000	400175.06	20227.72
3600000	3600000	620693	32585.85
3600000	3600000	2278007.23	49700.46
3600000	3600000	3600000	75699.05
3600000	3600000	3600000	109565.12

